Event Number,Company Name,Company City,Company Postal Code,Company Province/Territory,Circumstance(s),Result Of A Class Location Change,Distance To Closest Building,Length Of Replacement Pipe,Integrity Dig,Dig Count,Activity Unplanned,Commencement Date,Completion Date,Event Creation Date,Submission Date,Pipeline Name,Pipeline Outside Diameter,Pipeline Length,Commodity Carried,Facility Name,Facility Type,Province/Territory,Nearest Populated Centre,New Land Area Needed,New Permanent Land Needed,Activity Acquiring New Private Land,Activity Acquiring New Land In Agreement With Landowner,Activity Acquiring New Land Under Compliance,Land Within Critical Habitat,New Temporary Land Needed,Provincial and federal authorities been consulted,Activity Crossing Water Body,Vehicle Crossing Count,Activity Following DFO Fish Measures For Crossing,Ground Disturbance Near Water Required,Fish Present,In Stream Work Required,Activity Following DFO Fish Measures For In Stream Work,Species At Risk Present At Activity Site,Activity Using Navigable Water,Navigable Water Frozen Or Dry,Navigable Water Activity Meeting Transport Canada Minor Works And Waters Order,In Stream Activity Start Date,In Stream Activity End Date,Restricted Activity Start Date,Restricted Activity End Date
OM2013-047,Trans Mountain Pipeline ULC,,,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,03/28/2013,,03/28/2013,03/28/2013,,,,,,,British Columbia,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-046,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,,,Saskatchewan,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,03/27/2013,,03/27/2013,03/27/2013,,,,,Regina,,Saskatchewan,Regina,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-045,Enbridge Pipelines Inc.,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,0.0,No,03/21/2013,,03/21/2013,03/21/2013,,,,,Millgrove Junction,,Ontario,Millgrove Junction,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-044,Enbridge Pipelines Inc.,,,Ontario,,,,,No,,No,03/20/2013,,03/20/2013,03/20/2013,,,,,Sarnia Terminal,,Ontario,Sarnia Terminal,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-043,Plains Midstream Canada ULC,,,Alberta,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,,,,No,,No,03/19/2013,,03/19/2013,03/19/2013,,,,,,,Alberta,Not Specified,,,Yes,Yes,Yes,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-042,Plains Midstream Canada ULC,,,Alberta,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,,,,No,,No,03/19/2013,,03/19/2013,03/19/2013,,,,,,,Alberta,Not Specified,,,Yes,Yes,Yes,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-041,Enbridge Pipelines (NW) Inc.,,,Northwest Territories,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,2.0,Yes,03/19/2013,,03/19/2013,03/19/2013,,,,,,,Northwest Territories,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-040,Enbridge Pipelines (NW) Inc.,,,Northwest Territories,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,14.0,Yes,03/14/2013,,03/14/2013,03/14/2013,,,,,,,Northwest Territories,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-039,Enbridge Pipelines Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,0.0,Yes,03/13/2013,,03/13/2013,03/13/2013,,,,,Glenavon,,Saskatchewan,Glenavon,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-038,Enbridge Pipelines Inc.,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,0.0,No,03/13/2013,,03/13/2013,03/13/2013,,,,,Millgrove Junction,,Ontario,Millgrove Junction,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-037,Enbridge Pipelines Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,03/12/2013,,03/12/2013,03/12/2013,,,,,Glenavon,,Saskatchewan,Glenavon,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-036,Enbridge Pipelines Inc.,,,Alberta,,,,,Yes,0.0,No,03/11/2013,,03/11/2013,03/11/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-035,TransCanada PipeLines Limited,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,03/11/2013,,03/11/2013,03/11/2013,100-3,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-034,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,03/04/2013,,03/04/2013,03/04/2013,,,,,Hardisty,,Alberta,Hardisty,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-033,Centra Transmission Holdings Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,03/04/2013,,03/04/2013,03/04/2013,Sprague,,,,,,Manitoba,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-032,Enbridge Pipelines Inc.,,,Manitoba,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,4.0,No,03/01/2013,,03/01/2013,03/01/2013,,,,,,,Manitoba,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-032,Enbridge Pipelines Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,4.0,No,03/01/2013,,03/01/2013,03/01/2013,,,,,,,Manitoba,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-031,Trans-Northern Pipelines Inc.,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,185.9,No,,No,02/28/2013,,02/28/2013,02/28/2013,,,,,Belleville,,Ontario,Belleville,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-031,Trans-Northern Pipelines Inc.,,,Ontario,Removing an existing section of pipe and putting a new section in its place where the replacement is greater than 100 m (but less than 5 km) in length,,,185.9,No,,No,02/28/2013,,02/28/2013,02/28/2013,,,,,Belleville,,Ontario,Belleville,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-030,Enbridge Pipelines Inc.,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,02/27/2013,,02/27/2013,02/27/2013,,,,,Millgrove Junction,,Ontario,Millgrove Junction,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-030,Enbridge Pipelines Inc.,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,02/27/2013,,02/27/2013,02/27/2013,,,,,Millgrove Junction,,Ontario,Millgrove Junction,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-029,Enbridge Pipelines (NW) Inc.,,,Northwest Territories,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,02/26/2013,,02/26/2013,02/26/2013,,,,,,,Northwest Territories,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-029,Enbridge Pipelines (NW) Inc.,,,Northwest Territories,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,02/26/2013,,02/26/2013,02/26/2013,,,,,,,Northwest Territories,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-028,Enbridge Pipelines Inc.,,,Ontario,Removing an existing section of pipe and putting a new section in its place where the replacement is greater than 100 m (but less than 5 km) in length,,,6.1,No,,No,02/21/2013,,02/21/2013,02/21/2013,,,,,Sarnia Terminal,,Ontario,Sarnia Terminal,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-028,Enbridge Pipelines Inc.,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,6.1,No,,No,02/21/2013,,02/21/2013,02/21/2013,,,,,Sarnia Terminal,,Ontario,Sarnia Terminal,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-027,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,02/14/2013,,02/14/2013,02/14/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-026,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,02/14/2013,,02/14/2013,02/14/2013,SM-16A,,,,Steelman,,Saskatchewan,Steelman,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-026,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,02/14/2013,,02/14/2013,02/14/2013,SM-16A,,,,Steelman,,Saskatchewan,Steelman,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-025,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,02/14/2013,,02/14/2013,02/14/2013,SM-16A,,,,Steelman,,Saskatchewan,Steelman,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-024,Enbridge Pipelines (NW) Inc.,,,Northwest Territories,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,02/14/2013,,02/14/2013,02/14/2013,,,,,,,Northwest Territories,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-024,Enbridge Pipelines (NW) Inc.,,,Northwest Territories,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,02/14/2013,,02/14/2013,02/14/2013,,,,,,,Northwest Territories,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-023,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",,,British Columbia,,,,,No,,No,02/04/2013,,02/04/2013,02/04/2013,Petitot,,,,,,British Columbia,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-022,Enbridge Pipelines Inc.,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,01/31/2013,,01/31/2013,01/31/2013,,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-021,Enbridge Pipelines Inc.,,,Ontario,,,,,No,,No,01/31/2013,,01/31/2013,01/31/2013,,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-020,Enbridge Pipelines (NW) Inc.,,,Northwest Territories,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,01/30/2013,,01/30/2013,01/30/2013,,,,,,,Northwest Territories,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-019,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,01/30/2013,,01/30/2013,01/30/2013,23A,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-018,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,01/28/2013,,01/28/2013,01/28/2013,23A,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-017,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,01/28/2013,,01/28/2013,01/28/2013,23A,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-016,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,01/28/2013,,01/28/2013,01/28/2013,23A,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-015,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,01/28/2013,,01/28/2013,01/28/2013,23A,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-014,TransCanada PipeLines Limited,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,01/24/2013,,01/24/2013,01/24/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-013,Enbridge Pipelines (NW) Inc.,,,Northwest Territories,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,01/24/2013,,01/24/2013,01/24/2013,,,,,,,Northwest Territories,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-012,ConocoPhillips Canada Limited,,,Alberta,,,,,No,,No,01/24/2013,,01/24/2013,01/24/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-011,Enbridge Pipelines Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,01/22/2013,,01/22/2013,01/22/2013,,,,,Bethune,,Saskatchewan,Bethune,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-010,Enbridge Pipelines Inc.,,,Saskatchewan,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,01/22/2013,,01/22/2013,01/22/2013,,,,,Bethune,,Saskatchewan,Bethune,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
